ENERGYSTARScore,LargestPropertyUseType,LargestPropertyUseTypeGFA(m2),Neighborhood,OSEBuildingID,PrimaryPropertyType,PropertyGFATotal(m2),SecondLargestPropertyUseTypeGFA(m2),SiteEnergyUseWN(GJ),TotalGHGEmissions(MetricTonsCO2e)
96.0,Data Center,3344.5094400000003,NORTHEAST,365.0,Other,3344.5094400000003,,31692409.2594,209.41
66.5,Office,7390.901347200001,NORTHEAST,366.0,Small- and Mid-Sized Office,9197.8654752,,6240434.3347849995,148.475
90.0,Office,8913.39636672,NORTHEAST,367.0,Large Office,12546.64845504,3948.3792000000003,4458642.9401899995,29.465
93.0,Office,13540.989692160001,NORTHEAST,368.0,Large Office,20498.96287296,8361.2736,7040258.439825,46.519999999999996
,Self-Storage Facility,8701.2987264,DOWNTOWN,369.0,Self-Storage Facility,8701.2987264,,982152.8152618749,5.96
80.5,Office,32355.341740800002,DOWNTOWN,370.0,Large Office,38435.381193600006,6469.210287360001,25028132.264939997,167.78
89.5,Parking,16984.5337728,DOWNTOWN,371.0,Mixed Use Property,35431.45429824,15253.93594368,10432294.01208,73.045
69.0,Office,34153.29427392,DOWNTOWN,372.0,Large Office,46220.47013952,10638.327110400001,13109394.815599998,193.375
77.5,Office,39394.97669376,DOWNTOWN,373.0,Large Office,50527.73378304001,9968.496192,28004742.4462,178.285
,Laboratory,3938.0669625600003,DOWNTOWN,374.0,Mixed Use Property,10158.668714880001,3595.3476480000004,8276847.843184999,83.63
65.0,Office,25455.618766080002,DOWNTOWN,375.0,Large Office,36847.76114304,11392.14237696,21326925.866759997,142.885
77.0,Office,17820.103714560002,DOWNTOWN,376.0,Large Office,26706.92981184,6705.55562112,14730766.71108,116.59
,Office,13578.42961728,DOWNTOWN,377.0,Large Office,17895.9125952,4477.833624960001,5816964.63882,41.43
10.0,Office,14741.947290240001,DOWNTOWN,379.0,Large Office,23514.03813312,6520.864377600001,27609532.796099998,182.435
57.0,Supermarket/Grocery Store,5728.958864640001,NORTHWEST,381.0,Supermarket / Grocery Store,5655.9370752,,14722819.47163,356.325
,Office,4675.624197120001,DOWNTOWN,382.0,Small- and Mid-Sized Office,4661.50293504,773.7894201600001,3147575.6644874997,23.03
77.0,Office,22763.84608512,DOWNTOWN,383.0,Large Office,28274.668611840003,783.0797241600001,24951974.86896,669.53
97.0,Non-Refrigerated Warehouse,11074.042368,GREATER DUWAMISH,384.0,Warehouse,11965.911552000001,891.869184,2445491.7903174995,80.67500000000001
77.5,Office,15507.28253376,DOWNTOWN,385.0,Large Office,29909.669212800003,3656.1991392000004,14510436.42116,310.615
76.0,Office,23810.956248960003,DOWNTOWN,386.0,Large Office,31246.079443200004,6171.548947200001,21594739.13198,555.325
73.5,Office,26620.25127552,DOWNTOWN,387.0,Large Office,27724.68261504,18371.57616,32645487.1598,1086.495
62.5,Office,66748.32585792,DOWNTOWN,388.0,Large Office,59069.982504960004,3716.1216000000004,55518521.161879994,366.84000000000003
33.5,Hotel,50381.783107200004,DOWNTOWN,389.0,Hotel,50381.783107200004,0.0,65526398.297879994,2755.79
82.0,Retail Store,17831.809497600003,SOUTHEAST,390.0,Retail Store,27122.113497600003,9290.304,12348796.7863,155.11
26.5,Non-Refrigerated Warehouse,3107.6066880000003,GREATER DUWAMISH,391.0,Mixed Use Property,8212.628736,2751.7880448,6251905.738399999,130.1
94.5,Non-Refrigerated Warehouse,4748.8317926400005,NORTHWEST,392.0,Warehouse,4859.8509254400005,,1272002.55820125,52.17
,Parking,6952.027386240001,LAKE UNION,393.0,Other,13111.498938240002,6655.85249472,3229749.1444699997,20.880000000000003
52.0,Office,9614.90722176,LAKE UNION,394.0,Large Office,16400.35945728,6509.437303680001,6618668.33325,43.735
3.0,Non-Refrigerated Warehouse,4588.9456608,BALLARD,395.0,Warehouse,4877.4096,543.7614931200001,4040443.0051599997,66.895
54.5,Non-Refrigerated Warehouse,2694.2810630400004,BALLARD,396.0,Warehouse,5323.3441920000005,2629.06312896,5559162.046645,155.2
89.5,Office,28357.073608320003,DOWNTOWN,398.0,Large Office,32544.863942400003,2499.091776,18138194.28991,168.93
93.0,Office,92356.39851264001,DOWNTOWN,399.0,Large Office,130064.25600000001,24571.08892224,58013117.6866,579.255
45.0,Office,9138.8720448,DOWNTOWN,400.0,Small- and Mid-Sized Office,9138.8720448,,6901758.33974,47.24
59.5,Hotel,28799.942400000004,DOWNTOWN,401.0,Hotel,28386.33806592,,35744712.194019996,1451.275
89.5,Office,93126.28600512001,DOWNTOWN,402.0,Large Office,142755.36868224002,35028.719619840005,61976910.58275999,530.44
88.5,Office,13430.9924928,DOWNTOWN,403.0,Large Office,12627.19539072,,7374132.176825,192.775
29.5,Retail Store,3316.0811097600003,DOWNTOWN,404.0,Retail Store,7428.248369280001,2761.35705792,5651840.89093,38.105000000000004
70.5,Office,5807.554836480001,DOWNTOWN,405.0,Large Office,11823.584094720001,5014.06997184,8160857.184435,143.195
91.0,Office,38211.11325504,DOWNTOWN,406.0,Large Office,46451.520000000004,7432.7077152,20265582.98446,132.45
68.5,Office,8547.63709824,DOWNTOWN,408.0,Large Office,12293.48767104,1171.5073344,6763315.212894999,68.83
42.5,Office,7756.010294400001,DOWNTOWN,409.0,Large Office,10203.540883200001,1226.320128,7803347.993314999,51.56
7.0,Hotel,30850.033783680003,DOWNTOWN,410.0,Hotel,30850.033783680003,,37911148.13164,1349.845
49.0,Office,8118.88956864,DOWNTOWN,411.0,Large Office,12125.05445952,2997.42368256,12189206.30058,292.42999999999995
,Office,3898.0257523200003,DOWNTOWN,412.0,Small- and Mid-Sized Office,5635.4984064,445.934592,2860061.39577,19.045
89.0,Office,11567.17170432,DOWNTOWN,413.0,Large Office,12760.232544,,7479650.04625,207.525
84.0,Office,11656.82313792,DOWNTOWN,414.0,Large Office,14031.982258560001,,4331296.14313,250.2
69.5,Office,59744.365672320004,DOWNTOWN,415.0,Large Office,70141.79520000001,11788.55964864,61619388.73092,1017.14
64.5,Office,5271.96881088,DOWNTOWN,416.0,Small- and Mid-Sized Office,5903.0591616,,3899327.0156875,73.86500000000001
76.0,Office,8168.4997920000005,DOWNTOWN,417.0,Large Office,12160.35761472,2524.82591808,7748467.992354999,50.5
,Office,3712.4054784000004,DOWNTOWN,418.0,Mixed Use Property,7424.810956800001,2474.9369856000003,3083857.6896724994,20.675
,Retail Store,4094.9801971200004,DOWNTOWN,419.0,Mixed Use Property,12764.877696000001,1782.06611328,15173419.244199999,206.495
,Parking,6022.067955840001,DOWNTOWN,420.0,Other,13735.900270080001,3774.55761216,9430398.48548,176.56
,Parking,15511.091558400001,DOWNTOWN,421.0,Other,24836.2341984,6498.28893888,8078599.431535,149.135
97.0,Office,122118.72350400001,DOWNTOWN,422.0,Large Office,149163.07715712002,36219.1791744,53258325.20724,511.385
96.5,Office,69492.49585344,DOWNTOWN,423.0,Large Office,73820.01235968001,3400.80868224,27862210.17056,213.05
74.0,Office,31861.28337408,DOWNTOWN,424.0,Large Office,42392.02876416,9891.01505664,22015478.068899997,135.915
81.5,Office,9735.12375552,DOWNTOWN,425.0,Large Office,10763.467505280001,1100.3436057600002,5434020.324984999,35.91
77.0,Office,6511.574073600001,DOWNTOWN,426.0,Small- and Mid-Sized Office,8129.0160000000005,155.33388288,4471184.96594,29.545
74.5,Office,14025.479045760001,DOWNTOWN,427.0,Large Office,34783.3626912,3886.04126016,13869960.138039999,88.025
,Other,13627.854034560001,DOWNTOWN,428.0,Other,17976.738240000002,,15389107.79765,101.685
96.5,Office,8721.644492160001,DOWNTOWN,429.0,Large Office,9554.706051840001,696.7728000000001,6128431.53907,257.49
80.0,Office,3612.0701952000004,DOWNTOWN,430.0,Small- and Mid-Sized Office,4905.280512,1204.0233984000001,2873730.6212474997,48.575
,Parking,14399.971200000002,DOWNTOWN,432.0,Mixed Use Property,24015.15713088,13526.125205760001,24571697.483039998,411.705
,Retail Store,47319.420199680004,DOWNTOWN,433.0,Retail Store,80054.73537408,35362.52024256,18100245.364299998,226.39499999999998
,Other,19226.284128000003,EAST,434.0,Other,19226.284128000003,,20264289.480899997,248.62
,Convention Center,99592.05888000001,DOWNTOWN,435.0,Other,130064.25600000001,63801.16272000001,41697017.81952,896.95
,Urgent Care/Clinic/Other Outpatient,4339.5009984,EAST,436.0,Other,4339.5009984,,4769424.315205,131.675
65.0,Medical Office,15050.292480000002,EAST,437.0,Medical Office,24712.20864,9661.91616,15135358.48223,215.495
63.0,Medical Office,25119.49556736,EAST,438.0,Medical Office,64117.77628032,25119.40266432,21100046.81942,139.42000000000002
100.0,Parking,15266.942369280001,LAKE UNION,439.0,Mixed Use Property,35158.50516672,10106.085594240001,59353799.30956,465.38
100.0,Parking,9747.572762880001,LAKE UNION,440.0,Mixed Use Property,19865.82865536,5052.5318304,84431581.64303999,564.895
30.5,Hotel,10128.01071168,LAKE UNION,441.0,Hotel,10128.01071168,,10662267.5504,246.95499999999998
59.0,Office,12883.050362880002,LAKE UNION,442.0,Large Office,18003.49431552,4416.51761856,17370484.628680002,116.84
72.0,Office,21228.71625216,MAGNOLIA / QUEEN ANNE,443.0,Large Office,25616.526831360003,4403.97570816,18602663.88124,124.5
60.0,Non-Refrigerated Warehouse,11432.74100544,GREATER DUWAMISH,444.0,Warehouse,11432.74100544,,2057696.50842625,13.594999999999999
40.5,Distribution Center,3741.3912268800004,GREATER DUWAMISH,446.0,Distribution Center,5489.6406336,1748.24940672,3688073.802595,124.83500000000001
83.5,Non-Refrigerated Warehouse,9847.815143040001,GREATER DUWAMISH,447.0,Warehouse,9847.722240000001,,1119095.020345,7.3950000000000005
22.0,Office,11685.25146816,LAKE UNION,449.0,Large Office,14734.422144,3049.17067584,18685334.1626,213.39
97.5,Distribution Center,11030.65664832,GREATER DUWAMISH,451.0,Distribution Center,11116.87066944,,738565.3102318749,4.965
77.5,Office,7627.153777920001,LAKE UNION,452.0,Large Office,12932.103168000001,,4897046.7466899995,32.015
95.0,Office,8892.77189184,MAGNOLIA / QUEEN ANNE,453.0,Small- and Mid-Sized Office,8892.77189184,2949.2999078400003,3342044.3236875,21.369999999999997
79.5,Office,9807.12361152,MAGNOLIA / QUEEN ANNE,456.0,Large Office,19814.63908032,0.0,6356709.859735,42.004999999999995
4.0,Office,5871.37922496,LAKE UNION,457.0,Large Office,9633.766538880001,,14571772.334259998,398.42
62.0,Office,6665.8860230400005,NORTH,458.0,Small- and Mid-Sized Office,6956.579635200001,0.0,5549302.7747100005,33.335
52.5,Office,7928.25253056,NORTH,459.0,Small- and Mid-Sized Office,8247.37447296,0.0,6770222.42695,42.129999999999995
92.0,Office,8480.282394240001,NORTH,460.0,Large Office,11357.39664,2803.53503808,6097022.9304,40.285
19.0,Office,4991.6803392,NORTH,461.0,Small- and Mid-Sized Office,4991.6803392,0.0,5057117.28471,33.415000000000006
56.0,Office,5164.758702720001,DELRIDGE,462.0,Small- and Mid-Sized Office,5164.758702720001,,4680837.52113,90.86500000000001
54.5,Office,6695.150480640001,LAKE UNION,463.0,Large Office,12454.20993024,5494.00707648,5168855.52413,32.625
24.0,Retail Store,14717.235081600002,GREATER DUWAMISH,464.0,Retail Store,14717.235081600002,,25554839.31814,464.53999999999996
,Office,14491.480694400001,LAKE UNION,465.0,Large Office,26739.260069760003,8207.983584000001,51243823.18492,350.04999999999995
,Urgent Care/Clinic/Other Outpatient,14747.24276352,EAST,466.0,Other,14747.24276352,,66215063.39144,1314.32
61.5,Retail Store,9536.77576512,BALLARD,467.0,Retail Store,15276.69718848,6884.3010700800005,20332415.76016,325.405
95.0,Office,10964.045168640001,LAKE UNION,468.0,Large Office,17138.93862528,6153.339951360001,6252037.357135,40.815
,Laboratory,5098.5188352000005,LAKE UNION,469.0,Laboratory,5128.247808,29.7289728,12658757.06087,261.935
,Laboratory,16366.82145984,LAKE UNION,470.0,Laboratory,22404.40422336,,40187188.97736,908.8199999999999
85.0,Office,7375.014927360001,LAKE UNION,471.0,Large Office,12939.721217280001,4885.02764928,4486491.77642,29.64
96.0,Office,15619.973921280001,LAKE UNION,473.0,Large Office,25183.31995584,9003.976830720001,8373191.438379999,61.97
53.5,Non-Refrigerated Warehouse,11873.008512,LAKE UNION,474.0,Warehouse,11873.008512,,3159535.1652349997,33.575
69.5,Office,34606.66110912,LAKE UNION,475.0,Large Office,52073.64036864,17571.030664320002,32565157.001519997,629.47
49.0,Office,12225.29683968,LAKE UNION,476.0,Large Office,21051.08563968,7727.489061120001,12297179.03086,89.785
,Other,49791.10557888,LAKE UNION,477.0,Other,49791.10557888,9660.33680832,149478132.32256,4020.49
,Other,6726.830417280001,LAKE UNION,480.0,Mixed Use Property,14836.615488000001,4581.42051456,31631747.52964,646.3050000000001
96.0,Office,10572.64466112,LAKE UNION,481.0,Large Office,19492.54424064,7347.79433664,7580726.113075,125.23
95.5,Office,16595.084229120002,LAKE UNION,482.0,Large Office,28159.190133120002,9231.589278720001,8590638.24932,72.51
65.5,Non-Refrigerated Warehouse,2762.1931852800003,LAKE UNION,484.0,Mixed Use Property,6259.8068352,1613.9116108800001,3269441.6886124997,70.35
,Laboratory,9581.5550304,LAKE UNION,487.0,Laboratory,9497.9422944,,26974300.16118,600.0
,Laboratory,16291.84870656,LAKE UNION,488.0,Mixed Use Property,40551.89825088,16094.0581344,49226048.36647999,908.915
80.5,Office,6015.657646080001,MAGNOLIA / QUEEN ANNE,489.0,Small- and Mid-Sized Office,8181.22750848,1987.75344384,3778333.6580649996,23.465
70.0,Office,6191.801809920001,MAGNOLIA / QUEEN ANNE,490.0,Small- and Mid-Sized Office,8099.10122112,1409.06040768,4166207.6078675,25.535
86.0,Office,6200.999210880001,MAGNOLIA / QUEEN ANNE,491.0,Small- and Mid-Sized Office,8099.10122112,2627.7624864000004,4053507.2856099997,24.705
79.5,Office,5406.4924128,MAGNOLIA / QUEEN ANNE,492.0,Small- and Mid-Sized Office,8082.099964800001,2675.6075520000004,3258491.4846375,21.439999999999998
76.0,Office,6474.5057606400005,MAGNOLIA / QUEEN ANNE,493.0,Small- and Mid-Sized Office,8175.46752,1624.5954604800002,1852843.0914699999,23.064999999999998
5.5,Medical Office,10065.486965760001,NORTHEAST,494.0,Medical Office,18278.580216960003,8213.0932512,20924250.612099998,485.48
18.5,Medical Office,8918.2273248,NORTHEAST,495.0,Medical Office,17770.12187904,,9371802.563199999,81.56
,,,BALLARD,496.0,Self-Storage Facility,10353.579292800001,,6322570.49202,155.64
82.0,Non-Refrigerated Warehouse,9148.626864,SOUTHWEST,497.0,Warehouse,9148.626864,,1262520.47021625,21.91
20.0,Hospital (General Medical & Surgical),20030.081230080003,LAKE UNION,498.0,Hospital,32658.2056512,,47521387.92448,1108.89
76.0,Office,5127.13297152,GREATER DUWAMISH,499.0,Small- and Mid-Sized Office,7116.18705792,1989.0540864000002,4872123.59184,134.69
67.5,Supermarket/Grocery Store,11249.350404480001,NORTH,500.0,Supermarket / Grocery Store,28703.7877536,0.0,15903028.57871,284.63
100.0,Supermarket/Grocery Store,5873.794704000001,GREATER DUWAMISH,503.0,Supermarket / Grocery Store,5873.794704000001,,6933059.068525,45.81
,Other - Services,8503.60105728,DELRIDGE,504.0,Other,10570.5078912,2066.9068339200003,4433356.8447,122.07
99.5,Non-Refrigerated Warehouse,30232.878888960004,GREATER DUWAMISH,507.0,Warehouse,22579.52645376,,2061798.9114124998,67.735
,Parking,14521.85998848,LAKE UNION,508.0,Other,26036.262766080003,10817.629977600001,12512259.342219999,82.675
,Other,6689.0188800000005,MAGNOLIA / QUEEN ANNE,513.0,Other,6174.52184448,1393.5456000000001,8323134.907974999,55.724999999999994
77.0,Retail Store,10027.118010240001,NORTHWEST,514.0,Retail Store,12206.251716480001,,8595397.624979999,98.745
36.0,Non-Refrigerated Warehouse,6238.9036512,NORTHWEST,515.0,Warehouse,8770.046976000001,,903348.6364187499,12.445
,Strip Mall,11541.43756224,NORTHWEST,516.0,Other,10395.850176,0.0,11523264.03424,223.405
56.5,Wholesale Club/Supercenter,13450.130519040002,NORTHWEST,517.0,Supermarket / Grocery Store,13450.130519040002,,14339950.33082,233.92
87.5,Retail Store,5370.2602272,NORTHWEST,518.0,Retail Store,10590.94656,5231.55598848,15159800.529719999,439.28499999999997
78.0,Supermarket/Grocery Store,4651.1906976,NORTHWEST,519.0,Supermarket / Grocery Store,4652.862952320001,0.0,9344387.884159999,156.76
75.0,Office,8965.514972160001,LAKE UNION,520.0,Large Office,11526.57307584,,5255618.119465,33.96
83.0,Office,8361.2736,LAKE UNION,521.0,Small- and Mid-Sized Office,8361.2736,,4247569.21918,27.69
69.5,Office,5781.5419852800005,LAKE UNION,522.0,Small- and Mid-Sized Office,8922.50086464,3131.6685753600004,5742244.76209,37.945
95.0,Office,14175.052940160002,LAKE UNION,523.0,Large Office,26101.759409280003,8722.945134720001,12426034.03619,97.715
82.5,Office,12913.0580448,LAKE UNION,524.0,Large Office,22606.46833536,2280.67672896,10012802.683609998,91.49000000000001
,Other - Entertainment/Public Assembly,11131.177737600001,DOWNTOWN,525.0,Mixed Use Property,14368.384166400001,5862.2747270400005,58377104.946119994,1746.255
95.0,Office,22577.110974720003,GREATER DUWAMISH,526.0,Large Office,36259.5919968,10071.43276032,8188576.512049999,54.11
88.0,Non-Refrigerated Warehouse,6503.2128,GREATER DUWAMISH,527.0,Warehouse,8361.2736,1858.0608000000002,1479145.2575337498,16.21
,Retail Store,4663.732608,GREATER DUWAMISH,528.0,Retail Store,4663.732608,,1151629.3780349998,30.009999999999998
,Office,5016.113838720001,BALLARD,529.0,Small- and Mid-Sized Office,8735.95156032,2298.79282176,5440797.23913,119.55
100.0,Non-Refrigerated Warehouse,5875.188249600001,BALLARD,530.0,Warehouse,5875.188249600001,,240782.99069687497,6.845000000000001
,Parking,16950.53126016,BALLARD,532.0,Other,29995.51162176,12146.515061760001,18857997.89678,409.775
,Self-Storage Facility,12104.615790720001,MAGNOLIA / QUEEN ANNE,533.0,Self-Storage Facility,12104.615790720001,817.5467520000001,512280.327613125,3.385
93.5,Non-Refrigerated Warehouse,9851.53126464,MAGNOLIA / QUEEN ANNE,534.0,Warehouse,9851.53126464,,1272116.1749749999,24.71
,Self-Storage Facility,8776.5501888,MAGNOLIA / QUEEN ANNE,536.0,Self-Storage Facility,8776.5501888,,1120593.13960375,31.55
87.0,Office,14013.494553600001,DOWNTOWN,538.0,Large Office,16879.92494976,2503.36531584,8363531.572784999,54.754999999999995
100.0,Retail Store,6484.632192,NORTHEAST,539.0,Retail Store,6456.0180556800005,0.0,383765.315368125,2.535
31.5,Non-Refrigerated Warehouse,2116.3312512,GREATER DUWAMISH,540.0,Warehouse,2116.3312512,,437717.12729312497,2.8899999999999997
77.0,Distribution Center,11559.27494592,GREATER DUWAMISH,543.0,Distribution Center,11563.827194880001,0.0,4643793.573235,167.185
71.5,Distribution Center,4637.533950720001,GREATER DUWAMISH,544.0,Distribution Center,4651.1906976,0.0,1697082.67137375,41.0
27.5,Distribution Center,5345.6409216,GREATER DUWAMISH,545.0,Distribution Center,5345.6409216,,2472666.9707374997,53.39
48.0,Non-Refrigerated Warehouse,7933.919616,GREATER DUWAMISH,546.0,Warehouse,7933.919616,,1651266.6249324998,10.915
62.5,Non-Refrigerated Warehouse,5174.699328000001,GREATER DUWAMISH,547.0,Warehouse,5174.699328000001,,559811.505966875,3.67
94.0,Office,4901.4714873600005,GREATER DUWAMISH,548.0,Small- and Mid-Sized Office,4947.086880000001,0.0,2047834.6647825,55.84
96.5,Office,7308.86796288,MAGNOLIA / QUEEN ANNE,549.0,Small- and Mid-Sized Office,7308.86796288,,2693615.393935,35.745
88.5,Non-Refrigerated Warehouse,6007.110566400001,NORTHWEST,550.0,Warehouse,6007.110566400001,,355498.5600073139,6.45
,Other,2642.3482636800004,EAST,551.0,Mixed Use Property,7046.13816576,2642.25536064,3909302.476105,37.099999999999994
26.0,Distribution Center,15089.776272000001,GREATER DUWAMISH,552.0,Distribution Center,15020.377701120002,,10873170.351689998,199.555
1.0,Distribution Center,9392.590247040001,GREATER DUWAMISH,553.0,Distribution Center,9392.590247040001,,23310104.212739997,159.57999999999998
78.5,Distribution Center,5528.10249216,GREATER DUWAMISH,554.0,Distribution Center,4887.90764352,,1173152.7339175001,30.520000000000003
,Other,4212.2238336,GREATER DUWAMISH,555.0,Other,5259.055288320001,1070.2430208,5650944.61746,74.105
,Refrigerated Warehouse,9290.304,GREATER DUWAMISH,556.0,Refrigerated Warehouse,9671.11356096,380.80956096,18274029.5722,143.95
44.5,Supermarket/Grocery Store,4805.131034880001,NORTHWEST,557.0,Supermarket / Grocery Store,5405.47047936,0.0,15640055.40124,395.895
38.0,Supermarket/Grocery Store,4127.774970240001,NORTH,558.0,Supermarket / Grocery Store,5432.969779200001,,12132918.84958,300.355
86.0,Office,17370.731710080003,LAKE UNION,559.0,Large Office,17370.17429184,10728.16435008,14322837.25762,226.92
1.0,,,LAKE UNION,560.0,Non-Refrigerated Warehouse,6221.53078272,,1662332.4898599999,11.09
