OSEBuildingID,PrimaryPropertyType,Neighborhood,PropertyGFATotal(m2),LargestPropertyUseType,LargestPropertyUseTypeGFA(m2),SecondLargestPropertyUseTypeGFA(m2),ENERGYSTARScore,SiteEnergyUseWN(GJ),TotalGHGEmissions(MetricTonsCO2e)
372,Large Office,DOWNTOWN,46220.47013952,Office,34153.29427392,10638.327110400001,69.0,13109394.815599998,193.375
373,Large Office,DOWNTOWN,50527.73378304001,Office,39394.97669376,9968.496192,77.5,28004742.4462,178.285
374,Mixed Use Property,DOWNTOWN,10158.668714880001,Laboratory,3938.0669625600003,3595.3476480000004,,8276847.843184999,83.63
375,Large Office,DOWNTOWN,36847.76114304,Office,25455.618766080002,11392.14237696,65.0,21326925.866759997,142.885
376,Large Office,DOWNTOWN,26706.92981184,Office,17820.103714560002,6705.55562112,77.0,14730766.71108,116.59
377,Large Office,DOWNTOWN,17895.9125952,Office,13578.42961728,4477.833624960001,,5816964.63882,41.43
379,Large Office,DOWNTOWN,23514.03813312,Office,14741.947290240001,6520.864377600001,10.0,27609532.796099998,182.435
381,Supermarket / Grocery Store,NORTHWEST,5655.9370752,Supermarket/Grocery Store,5728.958864640001,,57.0,14722819.47163,356.325
382,Small- and Mid-Sized Office,DOWNTOWN,4661.50293504,Office,4675.624197120001,773.7894201600001,,3147575.6644874997,23.03
383,Large Office,DOWNTOWN,28274.668611840003,Office,22763.84608512,783.0797241600001,77.0,24951974.86896,669.53
384,Warehouse,GREATER DUWAMISH,11965.911552000001,Non-Refrigerated Warehouse,11074.042368,891.869184,97.0,2445491.7903174995,80.67500000000001
385,Large Office,DOWNTOWN,29909.669212800003,Office,15507.28253376,3656.1991392000004,77.5,14510436.42116,310.615
386,Large Office,DOWNTOWN,31246.079443200004,Office,23810.956248960003,6171.548947200001,76.0,21594739.13198,555.325
387,Large Office,DOWNTOWN,27724.68261504,Office,26620.25127552,18371.57616,73.5,32645487.1598,1086.495
388,Large Office,DOWNTOWN,59069.982504960004,Office,66748.32585792,3716.1216000000004,62.5,55518521.161879994,366.84000000000003
389,Hotel,DOWNTOWN,50381.783107200004,Hotel,50381.783107200004,0.0,33.5,65526398.297879994,2755.79
390,Retail Store,SOUTHEAST,27122.113497600003,Retail Store,17831.809497600003,9290.304,82.0,12348796.7863,155.11
391,Mixed Use Property,GREATER DUWAMISH,8212.628736,Non-Refrigerated Warehouse,3107.6066880000003,2751.7880448,26.5,6251905.738399999,130.1
392,Warehouse,NORTHWEST,4859.8509254400005,Non-Refrigerated Warehouse,4748.8317926400005,,94.5,1272002.55820125,52.17
393,Other,LAKE UNION,13111.498938240002,Parking,6952.027386240001,6655.85249472,,3229749.1444699997,20.880000000000003
394,Large Office,LAKE UNION,16400.35945728,Office,9614.90722176,6509.437303680001,52.0,6618668.33325,43.735
395,Warehouse,BALLARD,4877.4096,Non-Refrigerated Warehouse,4588.9456608,543.7614931200001,3.0,4040443.0051599997,66.895
396,Warehouse,BALLARD,5323.3441920000005,Non-Refrigerated Warehouse,2694.2810630400004,2629.06312896,54.5,5559162.046645,155.2
398,Large Office,DOWNTOWN,32544.863942400003,Office,28357.073608320003,2499.091776,89.5,18138194.28991,168.93
399,Large Office,DOWNTOWN,130064.25600000001,Office,92356.39851264001,24571.08892224,93.0,58013117.6866,579.255
400,Small- and Mid-Sized Office,DOWNTOWN,9138.8720448,Office,9138.8720448,,45.0,6901758.33974,47.24
401,Hotel,DOWNTOWN,28386.33806592,Hotel,28799.942400000004,,59.5,35744712.194019996,1451.275
402,Large Office,DOWNTOWN,142755.36868224002,Office,93126.28600512001,35028.719619840005,89.5,61976910.58275999,530.44
403,Large Office,DOWNTOWN,12627.19539072,Office,13430.9924928,,88.5,7374132.176825,192.775
404,Retail Store,DOWNTOWN,7428.248369280001,Retail Store,3316.0811097600003,2761.35705792,29.5,5651840.89093,38.105000000000004
405,Large Office,DOWNTOWN,11823.584094720001,Office,5807.554836480001,5014.06997184,70.5,8160857.184435,143.195
406,Large Office,DOWNTOWN,46451.520000000004,Office,38211.11325504,7432.7077152,91.0,20265582.98446,132.45
408,Large Office,DOWNTOWN,12293.48767104,Office,8547.63709824,1171.5073344,68.5,6763315.212894999,68.83
409,Large Office,DOWNTOWN,10203.540883200001,Office,7756.010294400001,1226.320128,42.5,7803347.993314999,51.56
410,Hotel,DOWNTOWN,30850.033783680003,Hotel,30850.033783680003,,7.0,37911148.13164,1349.845
411,Large Office,DOWNTOWN,12125.05445952,Office,8118.88956864,2997.42368256,49.0,12189206.30058,292.42999999999995
412,Small- and Mid-Sized Office,DOWNTOWN,5635.4984064,Office,3898.0257523200003,445.934592,,2860061.39577,19.045
413,Large Office,DOWNTOWN,12760.232544,Office,11567.17170432,,89.0,7479650.04625,207.525
414,Large Office,DOWNTOWN,14031.982258560001,Office,11656.82313792,,84.0,4331296.14313,250.2
415,Large Office,DOWNTOWN,70141.79520000001,Office,59744.365672320004,11788.55964864,69.5,61619388.73092,1017.14
416,Small- and Mid-Sized Office,DOWNTOWN,5903.0591616,Office,5271.96881088,,64.5,3899327.0156875,73.86500000000001
417,Large Office,DOWNTOWN,12160.35761472,Office,8168.4997920000005,2524.82591808,76.0,7748467.992354999,50.5
418,Mixed Use Property,DOWNTOWN,7424.810956800001,Office,3712.4054784000004,2474.9369856000003,,3083857.6896724994,20.675
419,Mixed Use Property,DOWNTOWN,12764.877696000001,Retail Store,4094.9801971200004,1782.06611328,,15173419.244199999,206.495
420,Other,DOWNTOWN,13735.900270080001,Parking,6022.067955840001,3774.55761216,,9430398.48548,176.56
421,Other,DOWNTOWN,24836.2341984,Parking,15511.091558400001,6498.28893888,,8078599.431535,149.135
422,Large Office,DOWNTOWN,149163.07715712002,Office,122118.72350400001,36219.1791744,97.0,53258325.20724,511.385
423,Large Office,DOWNTOWN,73820.01235968001,Office,69492.49585344,3400.80868224,96.5,27862210.17056,213.05
424,Large Office,DOWNTOWN,42392.02876416,Office,31861.28337408,9891.01505664,74.0,22015478.068899997,135.915
425,Large Office,DOWNTOWN,10763.467505280001,Office,9735.12375552,1100.3436057600002,81.5,5434020.324984999,35.91
426,Small- and Mid-Sized Office,DOWNTOWN,8129.0160000000005,Office,6511.574073600001,155.33388288,77.0,4471184.96594,29.545
427,Large Office,DOWNTOWN,34783.3626912,Office,14025.479045760001,3886.04126016,74.5,13869960.138039999,88.025
428,Other,DOWNTOWN,17976.738240000002,Other,13627.854034560001,,,15389107.79765,101.685
429,Large Office,DOWNTOWN,9554.706051840001,Office,8721.644492160001,696.7728000000001,96.5,6128431.53907,257.49
430,Small- and Mid-Sized Office,DOWNTOWN,4905.280512,Office,3612.0701952000004,1204.0233984000001,80.0,2873730.6212474997,48.575
432,Mixed Use Property,DOWNTOWN,24015.15713088,Parking,14399.971200000002,13526.125205760001,,24571697.483039998,411.705
433,Retail Store,DOWNTOWN,80054.73537408,Retail Store,47319.420199680004,35362.52024256,,18100245.364299998,226.39499999999998
434,Other,EAST,19226.284128000003,Other,19226.284128000003,,,20264289.480899997,248.62
435,Other,DOWNTOWN,130064.25600000001,Convention Center,99592.05888000001,63801.16272000001,,41697017.81952,896.95
436,Other,EAST,4339.5009984,Urgent Care/Clinic/Other Outpatient,4339.5009984,,,4769424.315205,131.675
437,Medical Office,EAST,24712.20864,Medical Office,15050.292480000002,9661.91616,65.0,15135358.48223,215.495
438,Medical Office,EAST,64117.77628032,Medical Office,25119.49556736,25119.40266432,63.0,21100046.81942,139.42000000000002
439,Mixed Use Property,LAKE UNION,35158.50516672,Parking,15266.942369280001,10106.085594240001,100.0,59353799.30956,465.38
440,Mixed Use Property,LAKE UNION,19865.82865536,Parking,9747.572762880001,5052.5318304,100.0,84431581.64303999,564.895
441,Hotel,LAKE UNION,10128.01071168,Hotel,10128.01071168,,30.5,10662267.5504,246.95499999999998
442,Large Office,LAKE UNION,18003.49431552,Office,12883.050362880002,4416.51761856,59.0,17370484.628680002,116.84
443,Large Office,MAGNOLIA / QUEEN ANNE,25616.526831360003,Office,21228.71625216,4403.97570816,72.0,18602663.88124,124.5
444,Warehouse,GREATER DUWAMISH,11432.74100544,Non-Refrigerated Warehouse,11432.74100544,,60.0,2057696.50842625,13.594999999999999
446,Distribution Center,GREATER DUWAMISH,5489.6406336,Distribution Center,3741.3912268800004,1748.24940672,40.5,3688073.802595,124.83500000000001
447,Warehouse,GREATER DUWAMISH,9847.722240000001,Non-Refrigerated Warehouse,9847.815143040001,,83.5,1119095.020345,7.3950000000000005
449,Large Office,LAKE UNION,14734.422144,Office,11685.25146816,3049.17067584,22.0,18685334.1626,213.39
451,Distribution Center,GREATER DUWAMISH,11116.87066944,Distribution Center,11030.65664832,,97.5,738565.3102318749,4.965
452,Large Office,LAKE UNION,12932.103168000001,Office,7627.153777920001,,77.5,4897046.7466899995,32.015
453,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,8892.77189184,Office,8892.77189184,2949.2999078400003,95.0,3342044.3236875,21.369999999999997
456,Large Office,MAGNOLIA / QUEEN ANNE,19814.63908032,Office,9807.12361152,0.0,79.5,6356709.859735,42.004999999999995
457,Large Office,LAKE UNION,9633.766538880001,Office,5871.37922496,,4.0,14571772.334259998,398.42
458,Small- and Mid-Sized Office,NORTH,6956.579635200001,Office,6665.8860230400005,0.0,62.0,5549302.7747100005,33.335
459,Small- and Mid-Sized Office,NORTH,8247.37447296,Office,7928.25253056,0.0,52.5,6770222.42695,42.129999999999995
460,Large Office,NORTH,11357.39664,Office,8480.282394240001,2803.53503808,92.0,6097022.9304,40.285
461,Small- and Mid-Sized Office,NORTH,4991.6803392,Office,4991.6803392,0.0,19.0,5057117.28471,33.415000000000006
462,Small- and Mid-Sized Office,DELRIDGE,5164.758702720001,Office,5164.758702720001,,56.0,4680837.52113,90.86500000000001
463,Large Office,LAKE UNION,12454.20993024,Office,6695.150480640001,5494.00707648,54.5,5168855.52413,32.625
464,Retail Store,GREATER DUWAMISH,14717.235081600002,Retail Store,14717.235081600002,,24.0,25554839.31814,464.53999999999996
465,Large Office,LAKE UNION,26739.260069760003,Office,14491.480694400001,8207.983584000001,,51243823.18492,350.04999999999995
466,Other,EAST,14747.24276352,Urgent Care/Clinic/Other Outpatient,14747.24276352,,,66215063.39144,1314.32
467,Retail Store,BALLARD,15276.69718848,Retail Store,9536.77576512,6884.3010700800005,61.5,20332415.76016,325.405
468,Large Office,LAKE UNION,17138.93862528,Office,10964.045168640001,6153.339951360001,95.0,6252037.357135,40.815
469,Laboratory,LAKE UNION,5128.247808,Laboratory,5098.5188352000005,29.7289728,,12658757.06087,261.935
470,Laboratory,LAKE UNION,22404.40422336,Laboratory,16366.82145984,,,40187188.97736,908.8199999999999
471,Large Office,LAKE UNION,12939.721217280001,Office,7375.014927360001,4885.02764928,85.0,4486491.77642,29.64
473,Large Office,LAKE UNION,25183.31995584,Office,15619.973921280001,9003.976830720001,96.0,8373191.438379999,61.97
474,Warehouse,LAKE UNION,11873.008512,Non-Refrigerated Warehouse,11873.008512,,53.5,3159535.1652349997,33.575
475,Large Office,LAKE UNION,52073.64036864,Office,34606.66110912,17571.030664320002,69.5,32565157.001519997,629.47
476,Large Office,LAKE UNION,21051.08563968,Office,12225.29683968,7727.489061120001,49.0,12297179.03086,89.785
477,Other,LAKE UNION,49791.10557888,Other,49791.10557888,9660.33680832,,149478132.32256,4020.49
480,Mixed Use Property,LAKE UNION,14836.615488000001,Other,6726.830417280001,4581.42051456,,31631747.52964,646.3050000000001
481,Large Office,LAKE UNION,19492.54424064,Office,10572.64466112,7347.79433664,96.0,7580726.113075,125.23
482,Large Office,LAKE UNION,28159.190133120002,Office,16595.084229120002,9231.589278720001,95.5,8590638.24932,72.51
484,Mixed Use Property,LAKE UNION,6259.8068352,Non-Refrigerated Warehouse,2762.1931852800003,1613.9116108800001,65.5,3269441.6886124997,70.35
487,Laboratory,LAKE UNION,9497.9422944,Laboratory,9581.5550304,,,26974300.16118,600.0
488,Mixed Use Property,LAKE UNION,40551.89825088,Laboratory,16291.84870656,16094.0581344,,49226048.36647999,908.915
489,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,8181.22750848,Office,6015.657646080001,1987.75344384,80.5,3778333.6580649996,23.465
490,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,8099.10122112,Office,6191.801809920001,1409.06040768,70.0,4166207.6078675,25.535
491,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,8099.10122112,Office,6200.999210880001,2627.7624864000004,86.0,4053507.2856099997,24.705
492,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,8082.099964800001,Office,5406.4924128,2675.6075520000004,79.5,3258491.4846375,21.439999999999998
493,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,8175.46752,Office,6474.5057606400005,1624.5954604800002,76.0,1852843.0914699999,23.064999999999998
494,Medical Office,NORTHEAST,18278.580216960003,Medical Office,10065.486965760001,8213.0932512,5.5,20924250.612099998,485.48
495,Medical Office,NORTHEAST,17770.12187904,Medical Office,8918.2273248,,18.5,9371802.563199999,81.56
496,Self-Storage Facility,BALLARD,10353.579292800001,,,,,6322570.49202,155.64
497,Warehouse,SOUTHWEST,9148.626864,Non-Refrigerated Warehouse,9148.626864,,82.0,1262520.47021625,21.91
498,Hospital,LAKE UNION,32658.2056512,Hospital (General Medical & Surgical),20030.081230080003,,20.0,47521387.92448,1108.89
499,Small- and Mid-Sized Office,GREATER DUWAMISH,7116.18705792,Office,5127.13297152,1989.0540864000002,76.0,4872123.59184,134.69
500,Supermarket / Grocery Store,NORTH,28703.7877536,Supermarket/Grocery Store,11249.350404480001,0.0,67.5,15903028.57871,284.63
503,Supermarket / Grocery Store,GREATER DUWAMISH,5873.794704000001,Supermarket/Grocery Store,5873.794704000001,,100.0,6933059.068525,45.81
504,Other,DELRIDGE,10570.5078912,Other - Services,8503.60105728,2066.9068339200003,,4433356.8447,122.07
507,Warehouse,GREATER DUWAMISH,22579.52645376,Non-Refrigerated Warehouse,30232.878888960004,,99.5,2061798.9114124998,67.735
508,Other,LAKE UNION,26036.262766080003,Parking,14521.85998848,10817.629977600001,,12512259.342219999,82.675
513,Other,MAGNOLIA / QUEEN ANNE,6174.52184448,Other,6689.0188800000005,1393.5456000000001,,8323134.907974999,55.724999999999994
514,Retail Store,NORTHWEST,12206.251716480001,Retail Store,10027.118010240001,,77.0,8595397.624979999,98.745
515,Warehouse,NORTHWEST,8770.046976000001,Non-Refrigerated Warehouse,6238.9036512,,36.0,903348.6364187499,12.445
516,Other,NORTHWEST,10395.850176,Strip Mall,11541.43756224,0.0,,11523264.03424,223.405
517,Supermarket / Grocery Store,NORTHWEST,13450.130519040002,Wholesale Club/Supercenter,13450.130519040002,,56.5,14339950.33082,233.92
518,Retail Store,NORTHWEST,10590.94656,Retail Store,5370.2602272,5231.55598848,87.5,15159800.529719999,439.28499999999997
519,Supermarket / Grocery Store,NORTHWEST,4652.862952320001,Supermarket/Grocery Store,4651.1906976,0.0,78.0,9344387.884159999,156.76
520,Large Office,LAKE UNION,11526.57307584,Office,8965.514972160001,,75.0,5255618.119465,33.96
521,Small- and Mid-Sized Office,LAKE UNION,8361.2736,Office,8361.2736,,83.0,4247569.21918,27.69
522,Small- and Mid-Sized Office,LAKE UNION,8922.50086464,Office,5781.5419852800005,3131.6685753600004,69.5,5742244.76209,37.945
523,Large Office,LAKE UNION,26101.759409280003,Office,14175.052940160002,8722.945134720001,95.0,12426034.03619,97.715
524,Large Office,LAKE UNION,22606.46833536,Office,12913.0580448,2280.67672896,82.5,10012802.683609998,91.49000000000001
525,Mixed Use Property,DOWNTOWN,14368.384166400001,Other - Entertainment/Public Assembly,11131.177737600001,5862.2747270400005,,58377104.946119994,1746.255
526,Large Office,GREATER DUWAMISH,36259.5919968,Office,22577.110974720003,10071.43276032,95.0,8188576.512049999,54.11
527,Warehouse,GREATER DUWAMISH,8361.2736,Non-Refrigerated Warehouse,6503.2128,1858.0608000000002,88.0,1479145.2575337498,16.21
528,Retail Store,GREATER DUWAMISH,4663.732608,Retail Store,4663.732608,,,1151629.3780349998,30.009999999999998
529,Small- and Mid-Sized Office,BALLARD,8735.95156032,Office,5016.113838720001,2298.79282176,,5440797.23913,119.55
530,Warehouse,BALLARD,5875.188249600001,Non-Refrigerated Warehouse,5875.188249600001,,100.0,240782.99069687497,6.845000000000001
532,Other,BALLARD,29995.51162176,Parking,16950.53126016,12146.515061760001,,18857997.89678,409.775
533,Self-Storage Facility,MAGNOLIA / QUEEN ANNE,12104.615790720001,Self-Storage Facility,12104.615790720001,817.5467520000001,,512280.327613125,3.385
534,Warehouse,MAGNOLIA / QUEEN ANNE,9851.53126464,Non-Refrigerated Warehouse,9851.53126464,,93.5,1272116.1749749999,24.71
536,Self-Storage Facility,MAGNOLIA / QUEEN ANNE,8776.5501888,Self-Storage Facility,8776.5501888,,,1120593.13960375,31.55
538,Large Office,DOWNTOWN,16879.92494976,Office,14013.494553600001,2503.36531584,87.0,8363531.572784999,54.754999999999995
539,Retail Store,NORTHEAST,6456.0180556800005,Retail Store,6484.632192,0.0,100.0,383765.315368125,2.535
540,Warehouse,GREATER DUWAMISH,2116.3312512,Non-Refrigerated Warehouse,2116.3312512,,31.5,437717.12729312497,2.8899999999999997
543,Distribution Center,GREATER DUWAMISH,11563.827194880001,Distribution Center,11559.27494592,0.0,77.0,4643793.573235,167.185
544,Distribution Center,GREATER DUWAMISH,4651.1906976,Distribution Center,4637.533950720001,0.0,71.5,1697082.67137375,41.0
545,Distribution Center,GREATER DUWAMISH,5345.6409216,Distribution Center,5345.6409216,,27.5,2472666.9707374997,53.39
546,Warehouse,GREATER DUWAMISH,7933.919616,Non-Refrigerated Warehouse,7933.919616,,48.0,1651266.6249324998,10.915
547,Warehouse,GREATER DUWAMISH,5174.699328000001,Non-Refrigerated Warehouse,5174.699328000001,,62.5,559811.505966875,3.67
548,Small- and Mid-Sized Office,GREATER DUWAMISH,4947.086880000001,Office,4901.4714873600005,0.0,94.0,2047834.6647825,55.84
549,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,7308.86796288,Office,7308.86796288,,96.5,2693615.393935,35.745
550,Warehouse,NORTHWEST,6007.110566400001,Non-Refrigerated Warehouse,6007.110566400001,,88.5,355498.5600073139,6.45
551,Mixed Use Property,EAST,7046.13816576,Other,2642.3482636800004,2642.25536064,,3909302.476105,37.099999999999994
552,Distribution Center,GREATER DUWAMISH,15020.377701120002,Distribution Center,15089.776272000001,,26.0,10873170.351689998,199.555
553,Distribution Center,GREATER DUWAMISH,9392.590247040001,Distribution Center,9392.590247040001,,1.0,23310104.212739997,159.57999999999998
554,Distribution Center,GREATER DUWAMISH,4887.90764352,Distribution Center,5528.10249216,,78.5,1173152.7339175001,30.520000000000003
555,Other,GREATER DUWAMISH,5259.055288320001,Other,4212.2238336,1070.2430208,,5650944.61746,74.105
556,Refrigerated Warehouse,GREATER DUWAMISH,9671.11356096,Refrigerated Warehouse,9290.304,380.80956096,,18274029.5722,143.95
557,Supermarket / Grocery Store,NORTHWEST,5405.47047936,Supermarket/Grocery Store,4805.131034880001,0.0,44.5,15640055.40124,395.895
558,Supermarket / Grocery Store,NORTH,5432.969779200001,Supermarket/Grocery Store,4127.774970240001,,38.0,12132918.84958,300.355
559,Large Office,LAKE UNION,17370.17429184,Office,17370.731710080003,10728.16435008,86.0,14322837.25762,226.92
560,Non-Refrigerated Warehouse,LAKE UNION,6221.53078272,,,,1.0,1662332.4898599999,11.09
561,Large Office,LAKE UNION,31280.453568,Office,20250.725950080003,424.47398976000005,94.5,9969245.059039999,61.265
562,Retail Store,LAKE UNION,24527.14578432,Retail Store,9184.673243520001,,41.0,11383638.97643,187.505
563,Small- and Mid-Sized Office,CENTRAL,5780.4271488,Office,5636.98485504,1280.2038912,32.5,5707754.059394999,38.315
564,Small- and Mid-Sized Office,GREATER DUWAMISH,6078.645907200001,Office,5642.187425280001,756.41655168,90.5,3681381.557015,83.455
565,Large Office,NORTHEAST,9503.0519616,Office,7777.3779936,1725.673968,27.0,6346898.856795,48.475
566,Other,CENTRAL,7432.614812160001,Other,6955.0931865600005,,,13978249.913849998,92.36500000000001
568,Warehouse,GREATER DUWAMISH,30092.781104640002,Non-Refrigerated Warehouse,24482.552325120003,5610.22877952,86.5,11934133.93992,313.67499999999995
